id,question,answer,updatedDate,subcategory,category,category_id,subcategory_id,lastEditor_id,lastEditor_name,lastEditor_username
145708bd-c50c-4d74-b6fb-f176e4be2e23,วิศวะคอม/ TCAS รอบ 4 ใช้คะแนนสอบอะไรบ้าง?,รับตรงร่วมกันรอบที่ 2 Admission2 เน้นการเรียนในชั้นเรียน ใช้เกณฑ์กลางในการคัดเลือก แบ่งเป็น 10 กลุ่ม GPAX 20% O-NET 30% GAT/PAT 50%,2021-05-12T19:42:50.000Z,Admission,การรับเข้านักศึกษา,5008a257-f9dd-41a1-8c7e-d40842def6ce,55a96609-df63-4676-905b-65541e58643c,root-id,rootadmin,root
14a7f9e2-d261-4c8f-affd-3b9a6a50a4e3,ติดต่อวิศวะคอม/ได้ทางช่องทางไหนได้บ้าง?,"ติดต่อได้ตามเวลาราชกาล ช่วงเวลา 9.00 -17.00 น.
เบอร์โทร (+66) 0 2470 9388 (หลักสูตรปกติ), 0 2470 9387 
(หลักสูตรนานาชาติ), และ 0 2470 9083 (สำหรับระดับป.โทและป.เอก)
อีเมล์ nongyao.jam@mail.kmutt.ac.th หรือผ่านทางเฟซบุค เพจที่มีชื่อว่า CPE@KMUTT",2021-05-12T19:43:14.000Z,คำถามทั่วไป,คำถามทั่วไป,cc094105-2198-4ab0-9718-8fe1bc195015,7affb034-c431-4f3b-b4b1-ec325d770837,root-id,rootadmin,root
16693825-cac1-43db-bb3f-59fe2d94d5a1,ลงทะเบียนเรียนเพิ่มรายวิชา ชำระเงินได้ที่ไหน?,สามารถชำระเงินได้โดย Scan QR Code แล้วชำระผ่าน Application ของธนาคาร หรือสั่งพิมพ์ใบแจ้งหนี้จาก https://sinfo.kmutt.ac.th/  และนำไปจ่ายที่เคาน์เตอร์ธนาคารกรุงเทพเท่านั้น,2021-05-12T19:43:10.000Z,ลงทะเบียนเรียน,ลงทะเบียนเรียน,92302aa2-bf0f-4ee6-9288-ada605f982d0,f1a00097-779e-42fc-87f4-dfd4b3a339f3,root-id,rootadmin,root
175d03aa-77ac-49d7-9761-8071b5e9eff7,"วิศวะคอม/หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ข้อมูลสุขภาพ 
ปี 4 เทอม 1 ต้องลงเรียนกี่หน่วยกิต? เรียนวิชาอะไรบ้าง?","เรียนทั้งหมด 19 หน่วยกิต
CPE 212 การออกแบบขั้นตอนวิธี (Algorithm Design) 
CPE 223 อิเล็กทรอนิกส์ดิจิทัลและการออกแบบวงจรเชิงตรรกะ (Digital Electronics and Logic Design) 
GEN 101 พลศึกษา (Physical Education) 
GEN 231 มหัศจรรย์แห่งความคิด (Miracle of Thinking) 
LNG 103 ภาษาอังกฤษเพื่อการสื่อสารในที่ทำงาน (English for Workplace Communication) 
MTH 201 คณิตศาสตร์3 3(3-0-6) (Mathematics III) 
CHM 103 เคมีพื้นฐาน 3(3-0-6) (Fundamental Chemistry) 
หรือ MIC 101 ชีววิทยาทั่วไป 3(3-0-6) (General Biology) ",2021-05-12T19:42:57.000Z,หลักสูตรวิทยาศาสตรบัณฑิต,หลักสูตร,057c3235-0d2b-4d9b-ac64-d736401c66d1,89dfc789-bbf1-42af-9d2d-b61e2cfda321,root-id,rootadmin,root
18427560-a9b6-4f12-b787-c3557d3f9597,วิศวะคอมหลักสูตรวิทยาศาตร์ข้อมูลสุขภาพมีอัตราค่าเรียนเท่าไหร่,"รวมค่าใช้จ่ายตลอดหลักสูตร 4 ปี ประมาณ 448,000 บาท โดยมีค่าบำรุงการศึกษาเหมาจ่าย 56,000 บาท /ภาคการศึกษา หรือ 112,000 บาท /ปีการศึกษา",2021-05-12T19:43:03.000Z,หลักสูตรวิทยาศาสตรบัณฑิต,หลักสูตร,057c3235-0d2b-4d9b-ac64-d736401c66d1,89dfc789-bbf1-42af-9d2d-b61e2cfda321,root-id,rootadmin,root
18ca3bb9-adce-4811-b8ea-dce060aeeee1,วิชา CPE100/Programming มีวิชาตัวต่อมั้ยครับ?,CPE111 Data Stucture,2021-05-12T19:42:59.000Z,คำถามทั่วไป,หลักสูตร,057c3235-0d2b-4d9b-ac64-d736401c66d1,bcbe6b15-6753-4429-9b95-7ecaf7e8c329,root-id,rootadmin,root
1a4182f6-bcbf-44c8-8357-1e46b8f2bb3d,วิศวะคอม/ TCAS รอบ 3ใช้คะแนนสอบอะไรบ้าง?,"รับตรงร่วมกันรอบที่ 1 Admission1 เน้นคะแนนสอบ มหาวิทยาลัยกำหนดเกณฑ์การคัดเลือกเอง ใช้คะแนน O-NET, GAT/PAT, 9 วิชาสามัญ, วิชาเฉพาะ",2021-05-12T19:42:49.000Z,Admission,การรับเข้านักศึกษา,5008a257-f9dd-41a1-8c7e-d40842def6ce,55a96609-df63-4676-905b-65541e58643c,root-id,rootadmin,root
1d297454-f750-4102-9a00-377f43ae263c,ชำระเงินค่าลงทะเบียนแล้ว แต่ในระบบยังขึ้นว่าไม่ชำระเงิน,"กรณีที่นักศึกษาชำระเงินค่าลงทะเบียนใน วันศุกร์ วันเสาร์-วันอาทิตย์ ข้อมูลสถานะการชำระเงินจะถูก Update ผ่านระบบ ในวันจันทร์ เวลา 10.30 น., 
หากมีขอสงสัยในการชําระเงินติดต่อ สำนักงานคลัง 0-2470-8121, 8122 (ในวันเวลาราชการ)",2021-05-12T19:43:10.000Z,ลงทะเบียนเรียน,ลงทะเบียนเรียน,92302aa2-bf0f-4ee6-9288-ada605f982d0,f1a00097-779e-42fc-87f4-dfd4b3a339f3,root-id,rootadmin,root
1dcda690-8a88-4627-917f-dd5e2407dbf2,วิชา CPE343/Object orientedมีวิชาตัวต่อมั้ยครับ?,ไม่มีค่ะ,2021-05-12T19:43:06.000Z,คำถามทั่วไป,หลักสูตร,057c3235-0d2b-4d9b-ac64-d736401c66d1,bcbe6b15-6753-4429-9b95-7ecaf7e8c329,root-id,rootadmin,root
1eb937bb-237d-4513-9872-7874f3d21ae2,การสมัครกู้ยืมเรียน ทำอย่างไร?,"สามารถสมัครทุนกยศ.หรือกรอ. โดยผู้สมัครดูรายละเอียดการสมัครและคุณสมบัติของผู้สมัครได้ที่
https://regis.kmutt.ac.th/web/%E0%B8%97%E0%B8%B8%E0%B8%99%E0%B8%81%E0%B8%A2%E0%B8%A8-%E0%B8%97%E0%B8%B8%E0%B8%99-%E0%B8%81%E0%B8%A3%E0%B8%AD/
ช่องทางการติดต่อ Facebook: ทุนการศึกษา มจธ. เบอร์ติดต่อ 0-2470-8097-8, 0-2470-8107",2021-05-12T19:43:18.000Z,ทุน,คำถามทั่วไป,cc094105-2198-4ab0-9718-8fe1bc195015,6fa0817a-a721-43fa-bff0-8ddc3554759d,root-id,rootadmin,root
1ebedbab-ecb8-44aa-86dd-921d0dce8069,ถ้าจะดึงบางวิชาลงมาเรียนแทนตัวที่ติด f ได้ไหม ต้องทำอย่างไร,"นักศึกษาสามารถใช้เอกสาร สทน.19 เพื่อขอการเปลี่ยนกลุ่มวิชาเรียนได้ แล้วจึงส่งตอให้ภาควิชา 
ลายเซ็นต์ที่ต้องการ; 
1. อาจารย์ที่ปรึกษา 
2. เลขานุการภาควิชา 
3. หัวหน้าภาควิชา 
สามารถ Download คำร้องได้ที่นี่ https://regis.kmutt.ac.th/web/form/",2021-05-12T19:43:08.000Z,ลงทะเบียนเรียน,ลงทะเบียนเรียน,92302aa2-bf0f-4ee6-9288-ada605f982d0,f1a00097-779e-42fc-87f4-dfd4b3a339f3,root-id,rootadmin,root
1f166bdf-d5d3-42eb-9896-146dbb8a80ba,เวลาต้องการยื่นเอกสารต้องยื่นที่ไหน,"สามารถส่งจดหมายได้ตามที่อยู่ดังนี้ ภาควิชา, คณะวิศวกรรมศาสตร์
ชั้น 10-11, อาคารวิศววัฒนะ,
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี
126 ถนนประชาอุทิศ แขวงบางมด เขตทุ่งครุ กรุงเทพฯ 10140
หรือ สามารถมายื่นเอกสารด้วยตัวเองได้ที่อาคารวิศววัฒนะ  ชั้น 10 ณ มจธ.",2021-05-12T19:43:15.000Z,คำถามทั่วไป,คำถามทั่วไป,cc094105-2198-4ab0-9718-8fe1bc195015,7affb034-c431-4f3b-b4b1-ec325d770837,root-id,rootadmin,root
20402c35-965e-4417-865c-4863dde66cb0,ลืมจ่ายเงินค่าลงทะเบียน และ ใบแจ้งหนี้เกินกำหนดไปแล้ว ทำยังไง?,"ให้นักศึกษาส่งข้อมูล ชื่อ-สกุล รหัสนักศึกษา เหตุผลที่ไม่สามารถชำระเงินได้ตามกำหนดเวลา ไปที่ sfa@mail.kmutt.ac.th 
หรือติดต่อ มาที่ กลุ่มงานช่วยเหลือทางการเงินแก่นักศึกษา https://www.facebook.com/SFAKMUTT  
โทรศัพท์ 0-2470-8107, 8097 , 8098 , 8185 , 9988 (ในวันเวลาทำการ)",2021-05-12T19:43:10.000Z,ค่าเทอม,ลงทะเบียนเรียน,92302aa2-bf0f-4ee6-9288-ada605f982d0,21091c13-4ecd-4863-bcb1-cfaae438c96c,root-id,rootadmin,root
210584bb-06b0-4590-aad1-356705bcf767,วิชา CPE375/Interactive computingมีวิชาตัวต่อมั้ยครับ?,ไม่มีค่ะ,2021-05-12T19:43:06.000Z,คำถามทั่วไป,หลักสูตร,057c3235-0d2b-4d9b-ac64-d736401c66d1,bcbe6b15-6753-4429-9b95-7ecaf7e8c329,root-id,rootadmin,root
213d1c91-9d8b-45f3-8b18-c87e8d07b5e5,"วิศวะคอม/หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ข้อมูลสุขภาพ 
ปี 3 เทอม 1 ต้องลงเรียนกี่หน่วยกิต? เรียนวิชาอะไรบ้าง?","เรียนทั้งหมด 19 หน่วยกิต
CPE 212 การออกแบบขั้นตอนวิธี  (Algorithm Design) 
CPE 223 อิเล็กทรอนิกส์ดิจิทัลและการออกแบบวงจรเชิงตรรกะ (Digital Electronics and Logic Design) 
GEN 101 พลศึกษา (Physical Education) 
GEN 231 มหัศจรรย์แห่งความคิด (Miracle of Thinking) 
LNG 103 ภาษาอังกฤษเพื่อการสื่อสารในที่ทำงาน (English for Workplace Communication) 
MTH 201 คณิตศาสตร์3 3(3-0-6) (Mathematics III) 
CHM 103 เคมีพื้นฐาน 3(3-0-6) (Fundamental Chemistry) 
หรือ MIC 101 ชีววิทยาทั่วไป 3(3-0-6) (General Biology) ",2021-05-12T19:42:56.000Z,หลักสูตรวิทยาศาสตรบัณฑิต,หลักสูตร,057c3235-0d2b-4d9b-ac64-d736401c66d1,89dfc789-bbf1-42af-9d2d-b61e2cfda321,root-id,rootadmin,root
2249c887-f00e-4cc1-b85a-1f40fb04ca12,"วิศวะคอม/หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ข้อมูลสุขภาพ 
ปี 1 เทอม 1 ต้องลงเรียนกี่หน่วยกิต? เรียนวิชาอะไรบ้าง?","เรียนทั้งหมด 19 หน่วยกิต
CPE 212 การออกแบบขั้นตอนวิธี  (Algorithm Design) 
CPE 223 อิเล็กทรอนิกส์ดิจิทัลและการออกแบบวงจรเชิงตรรกะ (Digital Electronics and Logic Design) 
GEN 101 พลศึกษา (Physical Education) 
GEN 231 มหัศจรรย์แห่งความคิด (Miracle of Thinking) 
LNG 103 ภาษาอังกฤษเพื่อการสื่อสารในที่ทำงาน 
(English for Workplace Communication) 
MTH 201 คณิตศาสตร์3 3(3-0-6) (Mathematics III) 
CHM 103 เคมีพื้นฐาน 3(3-0-6) (Fundamental Chemistry) 
หรือ MIC 101 ชีววิทยาทั่วไป 3(3-0-6) (General Biology) ",2021-05-12T19:42:56.000Z,หลักสูตรวิทยาศาสตรบัณฑิต,หลักสูตร,057c3235-0d2b-4d9b-ac64-d736401c66d1,89dfc789-bbf1-42af-9d2d-b61e2cfda321,root-id,rootadmin,root
2277523b-ff75-4040-8ab8-64801ac2dad9,ขั้นตอนและช่วงเวลาเปิดรับสมัครนักศึกษา?,สามารถติดตามข่าวสารรายละเอียดการเปิดรับสมัคร เอกสารและขั้นตอนต่างๆเพิ่มเติมที่ได้ที่ CPE KMUTT Admission,2021-05-12T19:43:14.000Z,คำถามทั่วไป,คำถามทั่วไป,cc094105-2198-4ab0-9718-8fe1bc195015,7affb034-c431-4f3b-b4b1-ec325d770837,root-id,rootadmin,root
23920e67-8c1a-44a5-8950-2aacc64fe3a6,เกียรตินิยมอันดับ 2 อยู่ที่เท่าไหร่?,ตั้งแต่เกรด 3.25 ขึ้นไป,2021-05-12T19:43:14.000Z,คำถามทั่วไป,คำถามทั่วไป,cc094105-2198-4ab0-9718-8fe1bc195015,7affb034-c431-4f3b-b4b1-ec325d770837,root-id,rootadmin,root
256d7fc7-23bb-4356-8421-e6794063110e,วิศวะคอม/หลักสูตรปกติจบแล้วได้ปริญญาอะไร?,วศ.บ.(),2021-05-12T19:43:16.000Z,คำถามทั่วไป,คำถามทั่วไป,cc094105-2198-4ab0-9718-8fe1bc195015,7affb034-c431-4f3b-b4b1-ec325d770837,root-id,rootadmin,root
289a0700-7b56-4029-81fa-5a656cfb0452,วิศวกรรมคอมพิวเตอร์หลักสูตรวิทยาศาตร์ข้อมูลสุขภาพ ปีที่1-2 เรียนอะไรบ้าง?,เรียนวิชาพื้นฐานของคอมพิวเตอร์และวิทยาศาสตร์สุขภาพ,2021-05-12T19:43:01.000Z,หลักสูตรวิทยาศาสตรบัณฑิต,หลักสูตร,057c3235-0d2b-4d9b-ac64-d736401c66d1,89dfc789-bbf1-42af-9d2d-b61e2cfda321,root-id,rootadmin,root
29318fd3-5531-4b02-98ad-b15b1a055d7d,ถ้าต้องการฝึกงานต้องทำอย่างไรบ้าง?,นักศึกษาสามารถติดต่อบริษัทที่ตัวเองสนใจ และสามารถสมัครกับทางบริษัทเพื่อฝึกงานได้โดยตรงเลย แต่ถ้าเป็นนักสึกษาชั้นปีที่ 3 หลังจากได้รับจดมหายการตอบรับเข้าบริษัทแล้ว นักสึกษาสามารถนำจดหมายมาแจ้งที่ภาควิชาได้ด้วยตนเองหรือ ให้ทางบริษัทเป็นผู้ส่งจดมมายตอบรับหรืออีมเลล์ให้กับทางภาควิชา,2021-05-12T19:43:07.000Z,ฝึกงาน,หลักสูตร,057c3235-0d2b-4d9b-ac64-d736401c66d1,b75ca45f-e54c-47ff-9103-605fdbd2b554,root-id,rootadmin,root
2aebf770-d27f-4d77-8af2-96479721f04c,ถ้าต้องการลงทะเบียนเรียนน้อยกว่า 9 หน่วยกิตต้องทำอย่างไร?,"นักศึกษาสามารถเขียนเอกสาร สทน.18 คำร้องขอลงทะเบียนต่ำกว่า/เกินกว่าหน่วยกิตที่กำหนด พร้อมระบุเหตุผลและความจำเป็นที่เพิ่มหน่วยกิต  ส่งให้แก่ภาควิชาฯ
เอกสารที่ต้องการ
1. แนบสำเนาผลการเรียนทุกภาคการศึกษา
2. สำเนาเอกสารการลงทะเบียน
ลายเซ็นต์ที่ต้องการ;
1. อาจารย์ที่ปรึกษา
2. หัวหน้าภาควิชา
3. มติคณะกรรมการประจำคณะ
*หมายเหตุ เฉพาะนักศึกษาปีที่ 4 เท่านั้น, มีคำร้องออนไลน์ในระบบ New ACIS นักศึกษาโปรดยื่นคำร้องผ่านระบบ
สามารถ Download คำร้องได้ที่นี่ https://regis.kmutt.ac.th/web/form/    ",2021-05-12T19:43:09.000Z,ลงทะเบียนเรียน,ลงทะเบียนเรียน,92302aa2-bf0f-4ee6-9288-ada605f982d0,f1a00097-779e-42fc-87f4-dfd4b3a339f3,root-id,rootadmin,root
2e6ade70-4b9a-4ddf-ab1b-58329502ee0d,วิชา CPE224/Computer architectures มีวิชาตัวต่อมั้ยครับ?,ไม่มีค่ะ,2021-05-12T19:43:04.000Z,คำถามทั่วไป,หลักสูตร,057c3235-0d2b-4d9b-ac64-d736401c66d1,bcbe6b15-6753-4429-9b95-7ecaf7e8c329,root-id,rootadmin,root
328c41f9-7925-4f25-ab60-d9d97b694d2c,ถ้าการย้ายหลักสูตรต้องทำอย่างไร?,"1. ได้รับความเห็นชอบจากอาจารย์ที่ปรึกษา หัวหน้าภาควิชาในภาควิชาเดิมและได้เรียนตามแผนการศึกษาในสาขาวิชาเดิมมาแล้ว ไม่น้อยกว่าสองภาคการศึกษาปกติ ทั้งนี้ไม่นับภาคการศึกษาที่ลาพัก หรือถูกสั่งพักการศึกษา
2. นักศึกษาจะต้องมีคะแนนเฉลี่ยสะสมไม่ต่ำกว่า 2.00
3. นักศึกษาจะต้องยื่นร้องต่อภาควิชาที่จะย้ายเข้า ในระยะเวลาสัปดาห์ นับแต่วันประกาศผลการศึกษาภาคเรียนที่ 2
4. ต้องได้รับความเห็นชอบจากที่ประชุมภาควิชาที่จะขอย้ายเข้าก่อนและภาควิชาที่เห็นชอบการย้ายเข้าของนักศึกษาจะต้องดำเนินการเทียบโอนผลการเรียนของนักศึกษาที่ได้ศึกษามาแล้วมาเป็นรายวิชาและหน่วยกิตในหลักสูตรของภาควิชานั้นๆ เพื่อเสนอให้ที่ประชุมคณะกรรมการประจำคณะวิศวกรรมศาสตร์พิจารณาอนุมัติการย้ายภาควิชาและการโอนผลการเรียนตามระเบียบมหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรีให้ทันต่อการลงทะเบียนในภาคการศึกษาปกติต่อไป",2021-05-12T19:43:09.000Z,หลักสูตร,ลงทะเบียนเรียน,92302aa2-bf0f-4ee6-9288-ada605f982d0,63138d4c-450c-4821-8ece-cf881af8484a,root-id,rootadmin,root
33b08cfe-9244-4562-9cc4-962394497dfe,วิศวะคอมจบไปทำงานอะไร?,"สามารถทำงานได้ทั้งสายงานซอฟต์แวร์, ฮาร์ดแวร์, ดาต้าและเน็ตเวิร์ค ซึ่งขึ้นอยู่แต่ละหลักสูตร",2021-05-30T18:18:16.000Z,คำถามทั่วไป,คำถามทั่วไป,cc094105-2198-4ab0-9718-8fe1bc195015,7affb034-c431-4f3b-b4b1-ec325d770837,root-id,rootadmin,root
